#Extended Data Table 4. Differentially H3K27ac acetylated loci between 2nd and 3rd trimester CTBs														
	seqnames	start	end	width	strand	Conc	Conc_second.CTB	Conc_third.CTB	Fold	absFC	p.value	FDR	nglogP	nglogFDR
18386	chr4	89542793	89545566	2774	*	8.87	9.44	7.91	1.53	1.53	1.22E-05	3.82E-05	4.913640169	4.417936637
5033	chr11	112118166	112122100	3935	*	9.32	9.89	8.36	1.53	1.53	1.71E-05	5.10E-05	4.76700389	4.292429824
14979	chr20	43713439	43718117	4679	*	8.52	9.09	7.55	1.53	1.53	2.25E-05	6.46E-05	4.647817482	4.189767482
6881	chr13	52247904	52249701	1798	*	8.18	7.22	8.75	-1.53	1.53	2.42E-05	6.87E-05	4.616184634	4.163043263
9314	chr16	56640120	56645101	4982	*	9.72	8.76	10.29	-1.53	1.53	2.52E-05	7.11E-05	4.598599459	4.148130399
16045	chr22	45564961	45567040	2080	*	8.29	7.33	8.86	-1.53	1.53	3.16E-05	8.65E-05	4.500312917	4.062983893
11185	chr18	37340112	37342369	2258	*	8.34	8.91	7.38	1.53	1.53	3.42E-05	9.26E-05	4.465973894	4.033389013
12231	chr19	43354101	43355666	1566	*	8.11	8.68	7.16	1.53	1.53	4.52E-05	0.000118	4.344861565	3.928117993
25030	chr9	80781325	80783283	1959	*	7.99	8.56	7.03	1.53	1.53	8.91E-05	0.000215	4.050122296	3.66756154
21928	chr6	163744749	163747061	2313	*	8.59	9.16	7.64	1.53	1.53	0.000101	0.000241	3.995678626	3.617982957
15995	chr22	42370014	42373303	3290	*	9.43	10	8.47	1.53	1.53	0.000106	0.000251	3.974694135	3.600326279
15529	chr21	45016357	45024495	8139	*	10.73	11.3	9.77	1.53	1.53	0.000168	0.000379	3.774690718	3.42136079
14738	chr20	17983545	17988370	4826	*	10.99	11.56	10.03	1.53	1.53	0.00022	0.00048	3.657577319	3.318758763
17192	chr3	132035456	132037841	2386	*	8.53	7.57	9.1	-1.53	1.53	0.000239	0.000517	3.621602099	3.286509457
24552	chr8	144766206	144768727	2522	*	8.05	7.09	8.62	-1.53	1.53	0.000499	0.001	3.301899454	3
7277	chr14	34480599	34484394	3796	*	8.92	9.49	7.97	1.53	1.53	0.00418	0.00694	2.378823718	2.15864053
3823	chr10	124208457	124215630	7174	*	9.25	9.83	8.28	1.54	1.54	1.93E-07	1.29E-06	6.714442691	5.88941029
19184	chr5	37219114	37224194	5081	*	10.98	11.55	10.01	1.54	1.54	4.30E-07	2.44E-06	6.366531544	5.612610174
12581	chr19	58789128	58791421	2294	*	9.1	8.13	9.68	-1.54	1.54	4.79E-07	2.66E-06	6.319664487	5.575118363
9915	chr17	11899877	11901624	1748	*	8.88	7.91	9.46	-1.54	1.54	5.30E-07	2.88E-06	6.27572413	5.540607512
19893	chr5	136057114	136063153	6040	*	10.71	11.28	9.75	1.54	1.54	5.75E-07	3.07E-06	6.240332155	5.512861625
13046	chr2	45901512	45904295	2784	*	8.48	9.05	7.52	1.54	1.54	6.19E-07	3.25E-06	6.208309351	5.488116639
7790	chr14	90722324	90724585	2262	*	9.23	8.26	9.8	-1.54	1.54	7.32E-07	3.72E-06	6.135488919	5.42945706
17579	chr3	178511172	178514232	3061	*	10.43	11.01	9.47	1.54	1.54	7.91E-07	3.95E-06	6.101823517	5.403402904
4118	chr11	12788163	12796101	7939	*	10.49	9.53	11.07	-1.54	1.54	7.92E-07	3.95E-06	6.101274818	5.403402904
4107	chr11	12515508	12521761	6254	*	10.09	10.67	9.13	1.54	1.54	8.23E-07	4.07E-06	6.084600165	5.390405591
18055	chr4	40378972	40384052	5081	*	11.21	11.78	10.24	1.54	1.54	8.28E-07	4.10E-06	6.081969663	5.387216143
23261	chr7	142132170	142134966	2797	*	9.04	8.07	9.62	-1.54	1.54	9.43E-07	4.56E-06	6.025488307	5.341035157
24818	chr9	33390060	33392483	2424	*	8.95	9.52	7.98	1.54	1.54	9.66E-07	4.65E-06	6.015022874	5.332547047
9492	chr16	71878970	71881062	2093	*	9.65	8.68	10.22	-1.54	1.54	1.15E-06	5.35E-06	5.93930216	5.271646218
23318	chr7	149189595	149195371	5777	*	9.57	8.61	10.14	-1.54	1.54	1.28E-06	5.83E-06	5.89279003	5.234331445
3814	chr10	123871364	123873280	1917	*	9.32	9.89	8.35	1.54	1.54	1.55E-06	6.83E-06	5.809668302	5.165579296
7557	chr14	68161091	68162766	1676	*	7.94	6.98	8.52	-1.54	1.54	1.58E-06	6.95E-06	5.801342913	5.158015195
7893	chr14	100679729	100681824	2096	*	9.41	8.45	9.99	-1.54	1.54	1.75E-06	7.55E-06	5.756961951	5.122053048
14092	chr2	191242580	191245713	3134	*	9.93	10.5	8.96	1.54	1.54	1.94E-06	8.21E-06	5.71219827	5.085656843
1661	chr1	154529932	154532109	2178	*	9.14	8.18	9.72	-1.54	1.54	2.00E-06	8.44E-06	5.698970004	5.073657553
6979	chr13	79231692	79233872	2181	*	9.25	8.28	9.82	-1.54	1.54	2.07E-06	8.66E-06	5.684029655	5.062482108
13203	chr2	63840197	63844895	4699	*	10.36	9.39	10.93	-1.54	1.54	2.11E-06	8.79E-06	5.675717545	5.056011125
2564	chr1	235529539	235532300	2762	*	9.73	8.76	10.3	-1.54	1.54	2.26E-06	9.31E-06	5.645891561	5.031050319
16334	chr3	25823765	25826109	2345	*	9.01	8.04	9.58	-1.54	1.54	2.28E-06	9.36E-06	5.642065153	5.028724151
3484	chr10	93168857	93170660	1804	*	9.54	8.57	10.11	-1.54	1.54	2.30E-06	9.43E-06	5.638272164	5.025488307
1135	chr1	87714039	87718314	4276	*	11.47	12.04	10.51	1.54	1.54	2.39E-06	9.75E-06	5.621602099	5.010995384
16930	chr3	105647469	105655043	7575	*	10.8	11.37	9.83	1.54	1.54	2.48E-06	1.00E-05	5.605548319	5
8877	chr16	1524204	1525796	1593	*	8.79	7.82	9.36	-1.54	1.54	2.57E-06	1.03E-05	5.590066877	4.987162775
1530	chr1	145514835	145517380	2546	*	8.5	7.53	9.07	-1.54	1.54	2.58E-06	1.04E-05	5.588380294	4.982966661
7915	chr14	102906869	102910853	3985	*	11.02	11.6	10.05	1.54	1.54	2.68E-06	1.07E-05	5.571865206	4.970616222
17285	chr3	140138771	140140768	1998	*	8.33	7.36	8.9	-1.54	1.54	2.83E-06	1.12E-05	5.548213564	4.950781977
18982	chr5	246132	249302	3171	*	8.67	9.24	7.7	1.54	1.54	2.88E-06	1.14E-05	5.540607512	4.943095149
1274	chr1	98788442	98791694	3253	*	9.3	9.88	8.33	1.54	1.54	3.13E-06	1.22E-05	5.504455662	4.913640169
9218	chr16	30967752	30970034	2283	*	9.36	8.39	9.94	-1.54	1.54	3.22E-06	1.25E-05	5.492144128	4.903089987
21970	chr6	168145173	168147004	1832	*	8.48	7.52	9.06	-1.54	1.54	3.27E-06	1.26E-05	5.485452247	4.899629455
3886	chr10	131934095	131936836	2742	*	9.31	8.34	9.88	-1.54	1.54	3.36E-06	1.29E-05	5.473660723	4.88941029
15364	chr21	34732857	34737581	4725	*	9.27	9.84	8.3	1.54	1.54	3.37E-06	1.29E-05	5.472370099	4.88941029
11713	chr19	11070401	11073134	2734	*	9.68	8.71	10.25	-1.54	1.54	3.62E-06	1.37E-05	5.441291429	4.863279433
280	chr1	19638783	19639690	908	*	8	7.03	8.57	-1.54	1.54	3.95E-06	1.47E-05	5.403402904	4.832682665
24101	chr8	86863151	86865152	2002	*	8.23	8.81	7.26	1.54	1.54	4.38E-06	1.60E-05	5.358525889	4.795880017
22910	chr7	105516195	105517063	869	*	8.73	7.77	9.31	-1.54	1.54	5.02E-06	1.80E-05	5.299296283	4.744727495
7375	chr14	51999166	52004076	4911	*	10.39	10.97	9.43	1.54	1.54	5.50E-06	1.94E-05	5.259637311	4.71219827
561	chr1	32177532	32181344	3813	*	8.63	9.2	7.66	1.54	1.54	6.18E-06	2.14E-05	5.209011525	4.669586227
11393	chr18	61545688	61551510	5823	*	10.48	11.05	9.52	1.54	1.54	6.31E-06	2.18E-05	5.199970641	4.661543506
4323	chr11	46574976	46577514	2539	*	8.64	7.67	9.21	-1.54	1.54	6.32E-06	2.18E-05	5.199282922	4.661543506
11121	chr18	28547142	28550955	3814	*	9.33	9.91	8.37	1.54	1.54	6.56E-06	2.25E-05	5.183096161	4.647817482
12143	chr19	38826448	38828631	2184	*	9.33	8.36	9.91	-1.54	1.54	7.16E-06	2.43E-05	5.145086978	4.614393726
24056	chr8	80710282	80712973	2692	*	8.4	8.97	7.43	1.54	1.54	9.15E-06	2.99E-05	5.038578906	4.524328812
20341	chr6	2901532	2904259	2728	*	8.04	7.07	8.62	-1.54	1.54	9.78E-06	3.17E-05	5.009661145	4.498940738
14689	chr20	10605464	10608485	3022	*	8.91	7.95	9.49	-1.54	1.54	9.80E-06	3.17E-05	5.008773924	4.498940738
1096	chr1	84736512	84739042	2531	*	8.15	7.18	8.73	-1.54	1.54	9.98E-06	3.22E-05	5.000869459	4.492144128
25674	chr9	134178992	134182933	3942	*	10.31	10.89	9.34	1.54	1.54	1.20E-05	3.76E-05	4.920818754	4.424812155
3058	chr10	30768520	30771592	3073	*	8.88	9.45	7.91	1.54	1.54	1.56E-05	4.73E-05	4.806875402	4.325138859
174	chr1	12219030	12220768	1739	*	8.2	8.78	7.24	1.54	1.54	2.43E-05	6.89E-05	4.614393726	4.161780778
16588	chr3	49965947	49968544	2598	*	8.54	7.58	9.12	-1.54	1.54	2.55E-05	7.19E-05	4.59345982	4.14327111
1500	chr1	144693121	144695469	2349	*	8.22	8.79	7.26	1.54	1.54	2.87E-05	7.97E-05	4.542118103	4.098541679
5975	chr12	74838120	74841961	3842	*	9.84	10.42	8.88	1.54	1.54	3.03E-05	8.35E-05	4.518557371	4.078313525
19262	chr5	52967359	52970964	3606	*	8.93	9.5	7.96	1.54	1.54	3.03E-05	8.35E-05	4.518557371	4.078313525
22640	chr7	76938409	76940064	1656	*	8.68	9.25	7.72	1.54	1.54	3.11E-05	8.52E-05	4.507239611	4.069560405
17501	chr3	170037628	170041917	4290	*	10.35	10.92	9.38	1.54	1.54	3.78E-05	0.000101	4.4225082	3.995678626
16462	chr3	42158505	42160901	2397	*	7.99	7.02	8.57	-1.54	1.54	4.82E-05	0.000125	4.316952962	3.903089987
20436	chr6	8157524	8161780	4257	*	9	8.04	9.58	-1.54	1.54	5.19E-05	0.000133	4.284832642	3.876148359
11541	chr19	2995442	2998428	2987	*	9.33	9.91	8.37	1.54	1.54	5.61E-05	0.000143	4.251037139	3.844663963
25286	chr9	101780443	101783313	2871	*	9.57	10.15	8.61	1.54	1.54	7.34E-05	0.000181	4.13430394	3.742321425
7648	chr14	74235145	74239301	4157	*	8.52	9.09	7.55	1.54	1.54	8.96E-05	0.000216	4.04769199	3.665546249
15100	chr20	49737861	49740072	2212	*	8.31	8.89	7.35	1.54	1.54	9.31E-05	0.000224	4.031050319	3.649751982
3527	chr10	97323097	97327051	3955	*	9.32	8.35	9.9	-1.54	1.54	0.000112	0.000262	3.950781977	3.581698709
7140	chr13	111862212	111865683	3472	*	8.37	7.41	8.95	-1.54	1.54	0.00012	0.000279	3.920818754	3.554395797
19068	chr5	14992410	14994790	2381	*	8.15	7.19	8.73	-1.54	1.54	0.00014	0.00032	3.853871964	3.494850022
2212	chr1	204222050	204225848	3799	*	8.28	7.31	8.85	-1.54	1.54	0.000165	0.000373	3.782516056	3.428291168
19698	chr5	111030220	111032986	2767	*	8.85	7.88	9.42	-1.54	1.54	0.000199	0.000439	3.701146924	3.35753548
24112	chr8	90848799	90850258	1460	*	8.16	8.74	7.2	1.54	1.54	0.000218	0.000477	3.661543506	3.321481621
21982	chr6	169155204	169156752	1549	*	8.01	8.58	7.04	1.54	1.54	0.000224	0.000488	3.649751982	3.311580178
13722	chr2	133300207	133302263	2057	*	8.11	7.14	8.68	-1.54	1.54	0.000297	0.000628	3.527243551	3.202040356
22943	chr7	107577545	107581004	3460	*	8.34	7.37	8.91	-1.54	1.54	0.000307	0.000647	3.512861625	3.189095719
6240	chr12	107380045	107381697	1653	*	8.11	7.14	8.68	-1.54	1.54	0.00037	0.000766	3.431798276	3.11577123
9328	chr16	57309871	57312358	2488	*	8.29	8.86	7.32	1.54	1.54	0.000406	0.000833	3.391473966	3.079354999
17605	chr3	182970139	182973530	3392	*	9.9	8.92	10.47	-1.55	1.55	2.40E-07	1.53E-06	6.619788758	5.815308569
21855	chr6	158268670	158272214	3545	*	8.32	7.35	8.89	-1.55	1.55	2.45E-07	1.56E-06	6.610833916	5.806875402
18383	chr4	89505532	89508624	3093	*	8.4	8.97	7.43	1.55	1.55	2.57E-07	1.62E-06	6.590066877	5.790484985
23302	chr7	148724639	148726694	2056	*	8.63	7.65	9.2	-1.55	1.55	2.59E-07	1.62E-06	6.586700236	5.790484985
17350	chr3	149293471	149297972	4502	*	9.44	10.02	8.47	1.55	1.55	3.06E-07	1.85E-06	6.514278574	5.732828272
9632	chr16	84588753	84594935	6183	*	9.99	10.56	9.02	1.55	1.55	3.07E-07	1.85E-06	6.512861625	5.732828272
11055	chr18	18689903	18691796	1894	*	8.55	7.57	9.13	-1.55	1.55	4.79E-07	2.66E-06	6.319664487	5.575118363
9565	chr16	77994825	77998399	3575	*	9.94	10.51	8.96	1.55	1.55	5.03E-07	2.76E-06	6.298432015	5.559090918
6276	chr12	110475252	110478971	3720	*	9.84	8.86	10.41	-1.55	1.55	5.25E-07	2.86E-06	6.279840697	5.543633967
4527	chr11	64888074	64891147	3074	*	9.56	8.59	10.14	-1.55	1.55	5.60E-07	3.01E-06	6.251811973	5.521433504
20723	chr6	28553450	28555780	2331	*	9.81	10.39	8.84	1.55	1.55	5.72E-07	3.06E-06	6.242603971	5.514278574
14504	chr2	233560585	233564220	3636	*	10.23	9.25	10.8	-1.55	1.55	6.03E-07	3.19E-06	6.219682688	5.496209317
18041	chr4	39705919	39715863	9945	*	11.28	11.86	10.31	1.55	1.55	6.70E-07	3.46E-06	6.173925197	5.460923901
4783	chr11	77308040	77309451	1412	*	8.02	8.6	7.04	1.55	1.55	7.03E-07	3.60E-06	6.153044675	5.443697499
6697	chr13	38627312	38629287	1976	*	8.2	7.23	8.77	-1.55	1.55	7.51E-07	3.80E-06	6.124360063	5.420216403
17618	chr3	183892598	183894927	2330	*	8.78	7.81	9.35	-1.55	1.55	8.03E-07	4.00E-06	6.095284455	5.397940009
454	chr1	27078446	27082227	3782	*	9.19	9.76	8.21	1.55	1.55	8.32E-07	4.11E-06	6.079876674	5.386158178
11664	chr19	8942331	8944090	1760	*	8.86	7.89	9.43	-1.55	1.55	1.07E-06	5.04E-06	5.970616222	5.297569464
10248	chr17	38277351	38280127	2777	*	9.41	8.43	9.99	-1.55	1.55	1.09E-06	5.12E-06	5.962573502	5.290730039
5302	chr12	8080203	8083279	3077	*	9.51	8.54	10.09	-1.55	1.55	1.18E-06	5.47E-06	5.928117993	5.262012674
13606	chr2	112640940	112642487	1548	*	9.12	8.14	9.69	-1.55	1.55	1.18E-06	5.47E-06	5.928117993	5.262012674
15077	chr20	49099462	49101347	1886	*	8.9	7.93	9.48	-1.55	1.55	1.19E-06	5.50E-06	5.924453039	5.259637311
17763	chr3	195633780	195640324	6545	*	10.17	9.19	10.74	-1.55	1.55	1.19E-06	5.51E-06	5.924453039	5.258848401
5305	chr12	8116436	8121402	4967	*	8.15	8.73	7.18	1.55	1.55	1.41E-06	6.31E-06	5.850780887	5.199970641
12726	chr2	18740440	18742547	2108	*	9.56	8.59	10.13	-1.55	1.55	1.50E-06	6.64E-06	5.823908741	5.177831921
24300	chr8	108127715	108129625	1911	*	8.9	7.92	9.48	-1.55	1.55	1.55E-06	6.84E-06	5.809668302	5.164943898
25543	chr9	127070331	127073175	2845	*	8.73	7.76	9.31	-1.55	1.55	1.78E-06	7.65E-06	5.749579998	5.116338565
21173	chr6	77198291	77201245	2955	*	8.89	9.47	7.92	1.55	1.55	2.04E-06	8.57E-06	5.690369833	5.067019178
9419	chr16	68055778	68058352	2575	*	9.61	8.64	10.19	-1.55	1.55	2.07E-06	8.67E-06	5.684029655	5.061980903
8946	chr16	4474647	4477323	2677	*	9.81	8.84	10.39	-1.55	1.55	2.15E-06	8.94E-06	5.66756154	5.048662481
13382	chr2	75803075	75809576	6502	*	11.59	12.16	10.62	1.55	1.55	2.35E-06	9.60E-06	5.628932138	5.017728767
21054	chr6	52805207	52809096	3890	*	9.9	10.48	8.93	1.55	1.55	2.43E-06	9.88E-06	5.614393726	5.005243055
18900	chr4	183367141	183371604	4464	*	9.56	8.59	10.14	-1.55	1.55	2.54E-06	1.02E-05	5.595166283	4.991399828
12003	chr19	24232514	24238532	6019	*	10.37	10.95	9.4	1.55	1.55	3.25E-06	1.26E-05	5.488116639	4.899629455
4942	chr11	102137559	102139401	1843	*	8.85	7.88	9.43	-1.55	1.55	3.50E-06	1.33E-05	5.455931956	4.876148359
15592	chr22	18892646	18894621	1976	*	8.89	7.91	9.46	-1.55	1.55	3.54E-06	1.35E-05	5.450996738	4.869666232
3973	chr11	3828945	3830457	1513	*	8.3	7.33	8.87	-1.55	1.55	4.07E-06	1.51E-05	5.390405591	4.821023053
5635	chr12	47670404	47676105	5702	*	9.85	10.42	8.87	1.55	1.55	4.53E-06	1.65E-05	5.343901798	4.782516056
4326	chr11	46676127	46678438	2312	*	8.78	9.36	7.81	1.55	1.55	4.58E-06	1.66E-05	5.339134522	4.779891912
12318	chr19	47248445	47250499	2055	*	8.49	7.51	9.06	-1.55	1.55	4.95E-06	1.78E-05	5.305394801	4.749579998
477	chr1	27828713	27833636	4924	*	9.79	8.81	10.36	-1.55	1.55	4.97E-06	1.79E-05	5.303643611	4.747146969
15808	chr22	33140488	33143643	3156	*	9.24	9.82	8.27	1.55	1.55	4.99E-06	1.79E-05	5.301899454	4.747146969
11685	chr19	10295659	10305611	9953	*	10.44	9.46	11.02	-1.55	1.55	5.31E-06	1.88E-05	5.274905479	4.725842151
8958	chr16	8715066	8716480	1415	*	8.92	7.94	9.49	-1.55	1.55	5.84E-06	2.04E-05	5.233587153	4.690369833
14531	chr2	235906789	235910641	3853	*	9.3	9.87	8.32	1.55	1.55	6.23E-06	2.16E-05	5.205511953	4.665546249
25742	chr9	140316635	140320077	3443	*	8.66	9.24	7.69	1.55	1.55	6.32E-06	2.18E-05	5.199282922	4.661543506
6497	chr12	129307448	129309221	1774	*	8.2	7.22	8.78	-1.55	1.55	7.04E-06	2.40E-05	5.152427341	4.619788758
5017	chr11	111635988	111638009	2022	*	8.59	7.61	9.16	-1.55	1.55	7.06E-06	2.40E-05	5.151195299	4.619788758
13937	chr2	171829411	171831803	2393	*	9.1	8.12	9.67	-1.55	1.55	7.42E-06	2.50E-05	5.129596095	4.602059991
25167	chr9	92769213	92771095	1883	*	9.34	9.92	8.37	1.55	1.55	7.51E-06	2.53E-05	5.124360063	4.596879479
9515	chr16	74313377	74316122	2746	*	8.5	7.53	9.08	-1.55	1.55	8.44E-06	2.80E-05	5.073657553	4.552841969
17932	chr4	15894138	15899381	5244	*	11	11.58	10.03	1.55	1.55	8.44E-06	2.80E-05	5.073657553	4.552841969
23077	chr7	127271965	127277194	5230	*	9.56	8.59	10.14	-1.55	1.55	8.55E-06	2.83E-05	5.068033885	4.548213564
5788	chr12	56221986	56224901	2916	*	9.36	8.39	9.94	-1.55	1.55	9.41E-06	3.07E-05	5.026410377	4.512861625
22915	chr7	105704924	105707424	2501	*	8.43	7.45	9	-1.55	1.55	9.45E-06	3.08E-05	5.024568191	4.511449283
4898	chr11	94883467	94885866	2400	*	8.71	7.73	9.28	-1.55	1.55	1.06E-05	3.38E-05	4.974694135	4.4710833
18299	chr4	80243840	80247656	3817	*	9.1	8.12	9.68	-1.55	1.55	1.06E-05	3.38E-05	4.974694135	4.4710833
23940	chr8	59440246	59444153	3908	*	9.51	10.08	8.53	1.55	1.55	1.24E-05	3.86E-05	4.906578315	4.413412695
22847	chr7	100508459	100510388	1930	*	8.51	9.08	7.53	1.55	1.55	1.30E-05	4.04E-05	4.886056648	4.393618635
23810	chr8	40010211	40017660	7450	*	9.92	10.49	8.95	1.55	1.55	1.65E-05	4.95E-05	4.782516056	4.305394801
6420	chr12	122109318	122112281	2964	*	9.46	10.03	8.48	1.55	1.55	1.83E-05	5.41E-05	4.73754891	4.266802735
9617	chr16	81744162	81746883	2722	*	9.57	10.15	8.6	1.55	1.55	2.18E-05	6.30E-05	4.661543506	4.200659451
13807	chr2	153357308	153364347	7040	*	10.07	10.64	9.09	1.55	1.55	2.57E-05	7.23E-05	4.590066877	4.140861703
23041	chr7	121143560	121146146	2587	*	8.94	9.52	7.96	1.55	1.55	2.59E-05	7.28E-05	4.586700236	4.137868621
5674	chr12	50261094	50263844	2751	*	9.01	9.59	8.03	1.55	1.55	2.82E-05	7.84E-05	4.549750892	4.105683937
14817	chr20	30298398	30301929	3532	*	8.13	7.16	8.71	-1.55	1.55	3.15E-05	8.62E-05	4.501689446	4.064492734
10743	chr17	73805257	73806807	1551	*	8.28	7.3	8.86	-1.55	1.55	3.16E-05	8.63E-05	4.500312917	4.063989204
25402	chr9	114613141	114615895	2755	*	8.91	9.49	7.94	1.55	1.55	3.19E-05	8.72E-05	4.496209317	4.059483515
22355	chr7	38897346	38899413	2068	*	9.13	9.71	8.16	1.55	1.55	3.31E-05	8.99E-05	4.480172006	4.046240308
16434	chr3	39318111	39320811	2701	*	8.06	7.09	8.64	-1.55	1.55	4.28E-05	0.000113	4.368556231	3.946921557
16794	chr3	71559478	71568459	8982	*	11.09	11.67	10.12	1.55	1.55	4.41E-05	0.000116	4.355561411	3.935542011
3851	chr10	126888874	126892011	3138	*	10.21	10.78	9.23	1.55	1.55	5.55E-05	0.000141	4.255707017	3.850780887
7544	chr14	65822532	65824887	2356	*	8.66	9.24	7.69	1.55	1.55	5.87E-05	0.000149	4.231361899	3.826813732
25645	chr9	132278525	132280084	1560	*	7.99	8.56	7.01	1.55	1.55	7.11E-05	0.000176	4.148130399	3.754487332
4961	chr11	105991245	105993262	2018	*	8.42	7.45	9	-1.55	1.55	0.000117	0.000273	3.931814138	3.563837353
22358	chr7	39759696	39761741	2046	*	8.5	7.53	9.08	-1.55	1.55	0.000148	0.000337	3.829738285	3.472370099
21224	chr6	85342680	85346300	3621	*	9.81	10.38	8.83	1.55	1.55	0.000386	0.000795	3.413412695	3.099632871
4390	chr11	59033294	59036449	3156	*	8.38	7.41	8.96	-1.55	1.55	0.000569	0.00113	3.244887734	2.946921557
24333	chr8	120928636	120930917	2282	*	8.85	9.43	7.87	1.55	1.55	0.000928	0.00176	3.032452024	2.754487332
19551	chr5	88333274	88335206	1933	*	8.46	9.03	7.48	1.55	1.55	0.0012	0.00221	2.920818754	2.655607726
9053	chr16	18948738	18951970	3233	*	8.33	8.91	7.35	1.55	1.55	0.00529	0.00858	2.276544328	2.066512712
6668	chr13	34391624	34393616	1993	*	9.81	8.83	10.39	-1.56	1.56	1.51E-07	1.07E-06	6.821023053	5.970616222
25497	chr9	124129356	124134833	5478	*	9.88	8.9	10.46	-1.56	1.56	1.75E-07	1.20E-06	6.756961951	5.920818754
1863	chr1	171750722	171751853	1132	*	8.45	7.47	9.03	-1.56	1.56	2.18E-07	1.42E-06	6.661543506	5.847711656
20222	chr5	173809222	173812943	3722	*	9.61	10.19	8.63	1.56	1.56	2.83E-07	1.74E-06	6.548213564	5.759450752
8093	chr15	36870418	36872562	2145	*	9.77	8.79	10.35	-1.56	1.56	3.00E-07	1.82E-06	6.522878745	5.739928612
15277	chr21	17941545	17944990	3446	*	9.52	8.54	10.1	-1.56	1.56	3.14E-07	1.89E-06	6.503070352	5.723538196
21751	chr6	148764988	148768978	3991	*	10.15	9.16	10.72	-1.56	1.56	3.21E-07	1.92E-06	6.493494968	5.716698771
14854	chr20	33263872	33265898	2027	*	9.04	8.06	9.62	-1.56	1.56	3.55E-07	2.08E-06	6.449771647	5.681936665
12359	chr19	48972502	48973748	1247	*	8.48	7.49	9.06	-1.56	1.56	3.74E-07	2.17E-06	6.427128398	5.663540266
14009	chr2	178029537	178037800	8264	*	10.59	9.6	11.17	-1.56	1.56	3.93E-07	2.26E-06	6.40560745	5.645891561
14254	chr2	209130049	209132668	2620	*	8.49	7.51	9.07	-1.56	1.56	4.33E-07	2.45E-06	6.363512104	5.610833916
24443	chr8	129325100	129331192	6093	*	10.46	11.04	9.48	1.56	1.56	5.19E-07	2.83E-06	6.284832642	5.548213564
8143	chr15	41115245	41120422	5178	*	10.82	9.85	11.4	-1.56	1.56	6.04E-07	3.20E-06	6.218963061	5.494850022
25299	chr9	103187374	103191684	4311	*	10.39	9.41	10.97	-1.56	1.56	7.34E-07	3.73E-06	6.13430394	5.428291168
22709	chr7	91762454	91765188	2735	*	10.34	9.36	10.92	-1.56	1.56	7.57E-07	3.82E-06	6.12090412	5.417936637
1647	chr1	153894187	153895468	1282	*	8.15	7.17	8.73	-1.56	1.56	7.71E-07	3.87E-06	6.112945622	5.412289035
22726	chr7	92545167	92547746	2580	*	9.79	10.37	8.81	1.56	1.56	7.72E-07	3.87E-06	6.1123827	5.412289035
25306	chr9	107509370	107511342	1973	*	8.92	7.94	9.5	-1.56	1.56	7.87E-07	3.93E-06	6.104025268	5.40560745
12502	chr19	54618060	54619896	1837	*	8.38	7.4	8.96	-1.56	1.56	7.97E-07	3.97E-06	6.098541679	5.401209493
23126	chr7	130047396	130051208	3813	*	8.27	7.28	8.85	-1.56	1.56	1.05E-06	4.97E-06	5.978810701	5.303643611
21546	chr6	130339195	130342637	3443	*	9.03	8.04	9.61	-1.56	1.56	1.24E-06	5.67E-06	5.906578315	5.246416941
24166	chr8	96858896	96862332	3437	*	8.63	9.21	7.65	1.56	1.56	1.39E-06	6.26E-06	5.8569852	5.203425667
2050	chr1	185013853	185016308	2456	*	8.78	7.8	9.36	-1.56	1.56	1.41E-06	6.32E-06	5.850780887	5.199282922
2818	chr10	8390172	8394414	4243	*	9.87	8.89	10.45	-1.56	1.56	1.55E-06	6.84E-06	5.809668302	5.164943898
15146	chr20	52554920	52559410	4491	*	10.69	11.27	9.71	1.56	1.56	1.76E-06	7.60E-06	5.754487332	5.119186408
13385	chr2	75936274	75938658	2385	*	9.28	8.3	9.86	-1.56	1.56	1.85E-06	7.93E-06	5.732828272	5.100726813
3951	chr11	2587888	2589943	2056	*	8.37	8.95	7.39	1.56	1.56	1.93E-06	8.18E-06	5.714442691	5.087246696
9311	chr16	56457161	56460624	3464	*	9.8	8.82	10.38	-1.56	1.56	2.09E-06	8.71E-06	5.679853714	5.059981845
16708	chr3	58017012	58024958	7947	*	9.58	10.16	8.6	1.56	1.56	2.14E-06	8.90E-06	5.669586227	5.050609993
18059	chr4	40493362	40496266	2905	*	9.71	10.28	8.73	1.56	1.56	2.36E-06	9.64E-06	5.627087997	5.015922966
22387	chr7	42925871	42929117	3247	*	9.09	8.1	9.67	-1.56	1.56	2.76E-06	1.10E-05	5.559090918	4.958607315
13069	chr2	46768291	46771288	2998	*	8.71	7.73	9.29	-1.56	1.56	2.88E-06	1.14E-05	5.540607512	4.943095149
10681	chr17	67939966	67942569	2604	*	9.68	10.26	8.7	1.56	1.56	3.03E-06	1.18E-05	5.518557371	4.928117993
5959	chr12	70048798	70052671	3874	*	10.01	9.03	10.59	-1.56	1.56	3.69E-06	1.40E-05	5.432973634	4.853871964
7056	chr13	101424998	101427615	2618	*	9.23	8.25	9.81	-1.56	1.56	4.28E-06	1.58E-05	5.368556231	4.801342913
21803	chr6	152235232	152238888	3657	*	9.45	10.02	8.46	1.56	1.56	4.29E-06	1.58E-05	5.367542708	4.801342913
13016	chr2	42460505	42462302	1798	*	8.47	7.49	9.04	-1.56	1.56	4.42E-06	1.62E-05	5.354577731	4.790484985
